Location,lat,long,year,plot,block,variety,inoculum,dap,dt,inc_germ,inc_germ_new,inc_germ_cum,date,inc_all4,inc_all4_new,inc_all4_cum,sy_inc,syinc_new,syinc_cum,germ_dy/dt,sy_dy/dt,can_cover
Live Oak,30.306,-82.901,2020,212,2,GA06G,Grn1,130,20,0,0,75,9/22/2020,35,10,85,35,15,40,0,0.75,100
Live Oak,30.306,-82.901,2020,213,2,GA06G,Scl1,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,52.63157895
Live Oak,30.306,-82.901,2020,213,2,GA06G,Scl1,68,14,10,10,10,7/22/2020,10,10,10,0,0,0,0.714285714,0,79.60526316
Live Oak,30.306,-82.901,2020,213,2,GA06G,Scl1,82,14,55,45,55,8/5/2020,55,45,55,10,10,10,3.214285714,0.714285714,99
Live Oak,30.306,-82.901,2020,213,2,GA06G,Scl1,96,14,20,10,65,8/19/2020,25,10,65,10,10,20,0.714285714,0.714285714,100
Live Oak,30.306,-82.901,2020,213,2,GA06G,Scl1,110,14,10,0,65,9/2/2020,25,5,70,15,15,35,0,1.071428571,100
Live Oak,30.306,-82.901,2020,213,2,GA06G,Scl1,130,20,0,0,65,9/22/2020,30,0,70,30,15,50,0,0.75,100
Live Oak,30.306,-82.901,2020,215,2,GA06G,Grn control,54,54,5,5,5,7/8/2020,5,5,5,0,0,0,0.092592593,0,57.23684211
Live Oak,30.306,-82.901,2020,215,2,GA06G,Grn control,68,14,30,25,30,7/22/2020,30,25,30,0,0,0,1.785714286,0,82.23684211
Live Oak,30.306,-82.901,2020,215,2,GA06G,Grn control,82,14,70,55,85,8/5/2020,45,35,65,5,5,5,3.928571429,0.357142857,97
Live Oak,30.306,-82.901,2020,215,2,GA06G,Grn control,96,14,5,5,90,8/19/2020,10,5,70,5,5,10,0.357142857,0.357142857,100
Live Oak,30.306,-82.901,2020,215,2,GA06G,Grn control,110,14,45,5,95,9/2/2020,55,15,85,40,35,45,0.357142857,2.5,100
Live Oak,30.306,-82.901,2020,215,2,GA06G,Grn control,130,20,0,0,95,9/22/2020,20,10,95,20,20,65,0,1,100
Live Oak,30.306,-82.901,2020,216,2,GA06G,Scl2,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,63.81578947
Live Oak,30.306,-82.901,2020,216,2,GA06G,Scl2,68,14,0,0,0,7/22/2020,0,0,0,0,0,0,0,0,84.21052632
Live Oak,30.306,-82.901,2020,216,2,GA06G,Scl2,82,14,35,35,35,8/5/2020,35,35,35,0,0,0,2.5,0,97
Live Oak,30.306,-82.901,2020,216,2,GA06G,Scl2,96,14,10,5,40,8/19/2020,15,5,40,10,10,10,0.357142857,0.714285714,100
Live Oak,30.306,-82.901,2020,216,2,GA06G,Scl2,110,14,5,5,45,9/2/2020,10,5,45,10,5,15,0.357142857,0.357142857,100
Live Oak,30.306,-82.901,2020,216,2,GA06G,Scl2,130,20,0,0,45,9/22/2020,50,15,60,50,35,50,0,1.75,100
Live Oak,30.306,-82.901,2020,218,2,GA06G,Grn2,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,59.86842105
Live Oak,30.306,-82.901,2020,218,2,GA06G,Grn2,68,14,5,5,5,7/22/2020,5,5,5,0,0,0,0.357142857,0,82.89473684
Live Oak,30.306,-82.901,2020,218,2,GA06G,Grn2,82,14,75,70,75,8/5/2020,75,70,75,25,25,25,5,1.785714286,98
Live Oak,30.306,-82.901,2020,218,2,GA06G,Grn2,96,14,20,5,80,8/19/2020,30,10,85,20,15,40,0.357142857,1.071428571,100
Live Oak,30.306,-82.901,2020,218,2,GA06G,Grn2,110,14,65,10,90,9/2/2020,75,10,95,65,40,80,0.714285714,2.857142857,100
Live Oak,30.306,-82.901,2020,218,2,GA06G,Grn2,130,20,0,0,90,9/22/2020,65,0,95,65,15,95,0,0.75,100
Live Oak,30.306,-82.901,2020,219,2,GA06G,Scl3,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,63.81578947
Live Oak,30.306,-82.901,2020,219,2,GA06G,Scl3,68,14,20,20,20,7/22/2020,20,20,20,0,0,0,1.428571429,0,96.71052632
Live Oak,30.306,-82.901,2020,219,2,GA06G,Scl3,82,14,70,60,80,8/5/2020,70,60,80,25,25,25,4.285714286,1.785714286,95
Live Oak,30.306,-82.901,2020,219,2,GA06G,Scl3,96,14,20,0,80,8/19/2020,35,5,85,25,10,35,0,0.714285714,100
Live Oak,30.306,-82.901,2020,219,2,GA06G,Scl3,110,14,20,10,90,9/2/2020,30,10,95,20,15,50,0.714285714,1.071428571,100
Live Oak,30.306,-82.901,2020,219,2,GA06G,Scl3,130,20,0,0,90,9/22/2020,20,0,95,20,0,50,0,0,100
Live Oak,30.306,-82.901,2020,220,2,GA06G,Control,54,54,5,5,5,7/8/2020,5,5,5,0,0,0,0.092592593,0,77.63157895
Live Oak,30.306,-82.901,2020,220,2,GA06G,Control,68,14,15,15,20,7/22/2020,15,15,20,0,0,0,1.071428571,0,100
Live Oak,30.306,-82.901,2020,220,2,GA06G,Control,82,14,60,40,60,8/5/2020,60,40,60,10,10,10,2.857142857,0.714285714,99
Live Oak,30.306,-82.901,2020,220,2,GA06G,Control,96,14,10,5,65,8/19/2020,40,10,70,30,30,40,0.357142857,2.142857143,100
Live Oak,30.306,-82.901,2020,220,2,GA06G,Control,110,14,25,0,65,9/2/2020,50,5,75,30,10,50,0,0.714285714,100
Live Oak,30.306,-82.901,2020,220,2,GA06G,Control,130,20,0,0,65,9/22/2020,40,10,85,40,20,70,0,1,100
Live Oak,30.306,-82.901,2020,222,2,GA06G,Grn3,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,61.84210526
Live Oak,30.306,-82.901,2020,222,2,GA06G,Grn3,68,14,15,15,15,7/22/2020,15,15,15,0,0,0,1.071428571,0,86.18421053
Live Oak,30.306,-82.901,2020,222,2,GA06G,Grn3,82,14,50,45,60,8/5/2020,50,45,60,10,10,10,3.214285714,0.714285714,98
Live Oak,30.306,-82.901,2020,222,2,GA06G,Grn3,96,14,20,0,60,8/19/2020,30,0,60,30,25,35,0,1.785714286,100
Live Oak,30.306,-82.901,2020,222,2,GA06G,Grn3,110,14,30,10,70,9/2/2020,45,15,75,25,15,50,0.714285714,1.071428571,100
Live Oak,30.306,-82.901,2020,222,2,GA06G,Grn3,130,20,0,0,70,9/22/2020,35,5,80,35,5,55,0,0.25,100
Live Oak,30.306,-82.901,2020,301,3,GA06G,Grn3,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,55.92105263
Live Oak,30.306,-82.901,2020,301,3,GA06G,Grn3,68,14,20,20,20,7/22/2020,20,20,20,0,0,0,1.428571429,0,93.42105263
Live Oak,30.306,-82.901,2020,301,3,GA06G,Grn3,82,14,70,55,75,8/5/2020,70,55,75,15,15,15,3.928571429,1.071428571,100
Live Oak,30.306,-82.901,2020,301,3,GA06G,Grn3,96,14,0,0,75,8/19/2020,5,0,75,5,0,15,0,0,100
Live Oak,30.306,-82.901,2020,301,3,GA06G,Grn3,110,14,25,5,80,9/2/2020,25,5,80,20,15,30,0.357142857,1.071428571,100
Live Oak,30.306,-82.901,2020,301,3,GA06G,Grn3,130,20,0,0,80,9/22/2020,65,5,85,65,50,80,0,2.5,100
Live Oak,30.306,-82.901,2020,302,3,GA06G,Scl2,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,54.60526316
Live Oak,30.306,-82.901,2020,302,3,GA06G,Scl2,68,14,15,15,15,7/22/2020,15,15,15,0,0,0,1.071428571,0,77.63157895
Live Oak,30.306,-82.901,2020,302,3,GA06G,Scl2,82,14,55,50,65,8/5/2020,55,50,65,20,20,20,3.571428571,1.428571429,100
Live Oak,30.306,-82.901,2020,302,3,GA06G,Scl2,96,14,35,20,85,8/19/2020,35,20,85,10,5,25,1.428571429,0.357142857,100
Live Oak,30.306,-82.901,2020,302,3,GA06G,Scl2,110,14,15,0,85,9/2/2020,25,5,90,10,10,35,0,0.714285714,100
Live Oak,30.306,-82.901,2020,302,3,GA06G,Scl2,130,20,0,0,85,9/22/2020,15,5,95,15,15,50,0,0.75,100
Live Oak,30.306,-82.901,2020,305,3,GA06G,Grn2,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,52.63157895
Live Oak,30.306,-82.901,2020,305,3,GA06G,Grn2,68,14,10,10,10,7/22/2020,10,10,10,0,0,0,0.714285714,0,80.92105263
Live Oak,30.306,-82.901,2020,305,3,GA06G,Grn2,82,14,35,25,35,8/5/2020,35,25,35,5,5,5,1.785714286,0.357142857,98
Live Oak,30.306,-82.901,2020,305,3,GA06G,Grn2,96,14,15,10,45,8/19/2020,30,15,50,25,25,30,0.714285714,1.785714286,100
Live Oak,30.306,-82.901,2020,305,3,GA06G,Grn2,110,14,50,25,70,9/2/2020,50,20,70,30,10,40,1.785714286,0.714285714,100
Live Oak,30.306,-82.901,2020,305,3,GA06G,Grn2,130,20,0,0,70,9/22/2020,55,25,95,55,35,75,0,1.75,100
Live Oak,30.306,-82.901,2020,306,3,GA06G,Grn control,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,64.47368421
Live Oak,30.306,-82.901,2020,306,3,GA06G,Grn control,68,14,15,15,15,7/22/2020,15,15,15,0,0,0,1.071428571,0,100
Live Oak,30.306,-82.901,2020,306,3,GA06G,Grn control,82,14,60,55,70,8/5/2020,60,55,70,15,15,15,3.928571429,1.071428571,100
Live Oak,30.306,-82.901,2020,306,3,GA06G,Grn control,96,14,25,5,75,8/19/2020,35,10,80,15,10,25,0.357142857,0.714285714,100
Live Oak,30.306,-82.901,2020,306,3,GA06G,Grn control,110,14,10,0,75,9/2/2020,30,0,80,25,15,40,0,1.071428571,100
Live Oak,30.306,-82.901,2020,306,3,GA06G,Grn control,130,20,25,0,75,9/22/2020,35,5,85,60,45,85,0,2.25,100
Live Oak,30.306,-82.901,2020,307,3,GA06G,Grn1,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,61.18421053
Live Oak,30.306,-82.901,2020,307,3,GA06G,Grn1,68,14,15,15,15,7/22/2020,15,15,15,0,0,0,1.071428571,0,81.57894737
Live Oak,30.306,-82.901,2020,307,3,GA06G,Grn1,82,14,40,35,50,8/5/2020,40,35,50,10,10,10,2.5,0.714285714,100
Live Oak,30.306,-82.901,2020,307,3,GA06G,Grn1,96,14,35,20,70,8/19/2020,50,30,80,40,40,50,1.428571429,2.857142857,100
Live Oak,30.306,-82.901,2020,307,3,GA06G,Grn1,110,14,15,0,70,9/2/2020,60,10,90,60,20,70,0,1.428571429,100
Live Oak,30.306,-82.901,2020,307,3,GA06G,Grn1,130,20,0,0,70,9/22/2020,50,5,95,50,10,80,0,0.5,100
Live Oak,30.306,-82.901,2020,308,3,GA06G,Control,54,54,5,5,5,7/8/2020,5,5,5,0,0,0,0.092592593,0,78.28947368
Live Oak,30.306,-82.901,2020,308,3,GA06G,Control,68,14,15,15,20,7/22/2020,15,15,20,0,0,0,1.071428571,0,98.68421053
Live Oak,30.306,-82.901,2020,308,3,GA06G,Control,82,14,60,45,65,8/5/2020,60,45,65,15,15,15,3.214285714,1.071428571,98
Live Oak,30.306,-82.901,2020,308,3,GA06G,Control,96,14,50,15,80,8/19/2020,60,15,80,25,15,30,1.071428571,1.071428571,100
Live Oak,30.306,-82.901,2020,308,3,GA06G,Control,110,14,15,5,85,9/2/2020,35,5,85,20,10,40,0.357142857,0.714285714,100
Live Oak,30.306,-82.901,2020,308,3,GA06G,Control,130,20,0,0,85,9/22/2020,45,5,90,45,30,70,0,1.5,100
Live Oak,30.306,-82.901,2020,310,3,GA06G,Scl3,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,75
Live Oak,30.306,-82.901,2020,310,3,GA06G,Scl3,68,14,15,15,15,7/22/2020,15,15,15,0,0,0,1.071428571,0,100
Live Oak,30.306,-82.901,2020,310,3,GA06G,Scl3,82,14,60,50,65,8/5/2020,60,50,65,25,25,25,3.571428571,1.785714286,96
Live Oak,30.306,-82.901,2020,310,3,GA06G,Scl3,96,14,35,10,75,8/19/2020,40,10,75,30,15,40,0.714285714,1.071428571,100
Live Oak,30.306,-82.901,2020,310,3,GA06G,Scl3,110,14,5,0,75,9/2/2020,40,15,90,40,25,65,0,1.785714286,100
Live Oak,30.306,-82.901,2020,310,3,GA06G,Scl3,130,20,0,0,75,9/22/2020,0,0,90,0,0,65,0,0,100
Live Oak,30.306,-82.901,2020,311,3,GA06G,Scl1,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,59.86842105
Live Oak,30.306,-82.901,2020,311,3,GA06G,Scl1,68,14,15,15,15,7/22/2020,15,15,15,0,0,0,1.071428571,0,84.86842105
Live Oak,30.306,-82.901,2020,311,3,GA06G,Scl1,82,14,45,40,55,8/5/2020,45,40,55,5,5,5,2.857142857,0.357142857,98
Live Oak,30.306,-82.901,2020,311,3,GA06G,Scl1,96,14,30,5,60,8/19/2020,35,5,60,25,20,25,0.357142857,1.428571429,100
Live Oak,30.306,-82.901,2020,311,3,GA06G,Scl1,110,14,15,5,65,9/2/2020,15,5,65,15,10,35,0.357142857,0.714285714,100
Live Oak,30.306,-82.901,2020,311,3,GA06G,Scl1,130,20,0,0,65,9/22/2020,30,10,75,30,10,45,0,0.5,100
Live Oak,30.306,-82.901,2020,312,3,TUF297,Scl1,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,66.44736842
Live Oak,30.306,-82.901,2020,312,3,TUF297,Scl1,68,14,0,0,0,7/22/2020,0,0,0,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,312,3,TUF297,Scl1,82,14,5,5,5,8/5/2020,5,5,5,0,0,0,0.357142857,0,98
Live Oak,30.306,-82.901,2020,312,3,TUF297,Scl1,96,14,5,5,10,8/19/2020,5,5,10,0,0,0,0.357142857,0,100
Live Oak,30.306,-82.901,2020,312,3,TUF297,Scl1,110,14,25,20,30,9/2/2020,25,20,30,0,0,0,1.428571429,0,100
Live Oak,30.306,-82.901,2020,312,3,TUF297,Scl1,130,20,0,0,30,9/22/2020,0,0,30,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,314,3,TUF297,Grn2,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,54.60526316
Live Oak,30.306,-82.901,2020,314,3,TUF297,Grn2,68,14,5,5,5,7/22/2020,5,5,5,0,0,0,0.357142857,0,100
Live Oak,30.306,-82.901,2020,314,3,TUF297,Grn2,82,14,5,5,10,8/5/2020,5,5,10,0,0,0,0.357142857,0,99
Live Oak,30.306,-82.901,2020,314,3,TUF297,Grn2,96,14,10,10,20,8/19/2020,10,10,20,0,0,0,0.714285714,0,100
Live Oak,30.306,-82.901,2020,314,3,TUF297,Grn2,110,14,0,0,20,9/2/2020,0,0,20,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,314,3,TUF297,Grn2,130,20,0,0,20,9/22/2020,0,0,20,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,315,3,TUF297,Scl2,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,62.5
Live Oak,30.306,-82.901,2020,315,3,TUF297,Scl2,68,14,0,0,0,7/22/2020,0,0,0,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,315,3,TUF297,Scl2,82,14,0,0,0,8/5/2020,0,0,0,0,0,0,0,0,96
Live Oak,30.306,-82.901,2020,315,3,TUF297,Scl2,96,14,10,10,10,8/19/2020,10,10,10,0,0,0,0.714285714,0,100
Live Oak,30.306,-82.901,2020,315,3,TUF297,Scl2,110,14,5,5,15,9/2/2020,5,5,15,0,0,0,0.357142857,0,100
Live Oak,30.306,-82.901,2020,315,3,TUF297,Scl2,130,20,0,0,15,9/22/2020,0,0,15,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,317,3,TUF297,Grn1,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,70.39473684
Live Oak,30.306,-82.901,2020,317,3,TUF297,Grn1,68,14,0,0,0,7/22/2020,0,0,0,0,0,0,0,0,72.36842105
Live Oak,30.306,-82.901,2020,317,3,TUF297,Grn1,82,14,15,15,15,8/5/2020,15,15,15,0,0,0,1.071428571,0,100
Live Oak,30.306,-82.901,2020,317,3,TUF297,Grn1,96,14,5,5,20,8/19/2020,5,5,20,0,0,0,0.357142857,0,100
Live Oak,30.306,-82.901,2020,317,3,TUF297,Grn1,110,14,0,0,20,9/2/2020,0,0,20,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,317,3,TUF297,Grn1,130,20,0,0,20,9/22/2020,25,20,40,25,25,25,0,1.25,100
Live Oak,30.306,-82.901,2020,318,3,TUF297,Control,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,82.89473684
Live Oak,30.306,-82.901,2020,318,3,TUF297,Control,68,14,15,15,15,7/22/2020,15,15,15,0,0,0,1.071428571,0,100
Live Oak,30.306,-82.901,2020,318,3,TUF297,Control,82,14,20,15,30,8/5/2020,20,15,30,0,0,0,1.071428571,0,97
Live Oak,30.306,-82.901,2020,318,3,TUF297,Control,96,14,10,10,40,8/19/2020,10,10,40,0,0,0,0.714285714,0,100
Live Oak,30.306,-82.901,2020,318,3,TUF297,Control,110,14,0,0,40,9/2/2020,0,0,40,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,318,3,TUF297,Control,130,20,0,0,40,9/22/2020,30,15,55,30,30,30,0,1.5,100
Live Oak,30.306,-82.901,2020,319,3,TUF297,Scl3,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,70.39473684
Live Oak,30.306,-82.901,2020,319,3,TUF297,Scl3,68,14,5,5,5,7/22/2020,5,5,5,0,0,0,0.357142857,0,100
Live Oak,30.306,-82.901,2020,319,3,TUF297,Scl3,82,14,40,35,40,8/5/2020,40,35,40,5,5,5,2.5,0.357142857,98
Live Oak,30.306,-82.901,2020,319,3,TUF297,Scl3,96,14,0,0,40,8/19/2020,0,0,40,0,0,5,0,0,100
Live Oak,30.306,-82.901,2020,319,3,TUF297,Scl3,110,14,0,0,40,9/2/2020,0,0,40,0,0,5,0,0,100
Live Oak,30.306,-82.901,2020,319,3,TUF297,Scl3,130,20,0,0,40,9/22/2020,0,0,40,0,0,5,0,0,100
Live Oak,30.306,-82.901,2020,320,3,TUF297,Grn control,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,73.02631579
Live Oak,30.306,-82.901,2020,320,3,TUF297,Grn control,68,14,5,5,5,7/22/2020,5,5,5,0,0,0,0.357142857,0,100
Live Oak,30.306,-82.901,2020,320,3,TUF297,Grn control,82,14,30,25,30,8/5/2020,30,25,30,5,5,5,1.785714286,0.357142857,95
Live Oak,30.306,-82.901,2020,320,3,TUF297,Grn control,96,14,10,0,30,8/19/2020,10,0,30,0,0,5,0,0,100
Live Oak,30.306,-82.901,2020,320,3,TUF297,Grn control,110,14,10,5,35,9/2/2020,10,5,35,0,0,5,0.357142857,0,100
Live Oak,30.306,-82.901,2020,320,3,TUF297,Grn control,130,20,0,0,35,9/22/2020,10,5,40,10,10,15,0,0.5,100
Live Oak,30.306,-82.901,2020,321,3,TUF297,Grn3,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,57.23684211
Live Oak,30.306,-82.901,2020,321,3,TUF297,Grn3,68,14,0,0,0,7/22/2020,0,0,0,0,0,0,0,0,97.36842105
Live Oak,30.306,-82.901,2020,321,3,TUF297,Grn3,82,14,20,20,20,8/5/2020,20,20,20,0,0,0,1.428571429,0,95
Live Oak,30.306,-82.901,2020,321,3,TUF297,Grn3,96,14,5,5,25,8/19/2020,5,5,25,0,0,0,0.357142857,0,100
Live Oak,30.306,-82.901,2020,321,3,TUF297,Grn3,110,14,0,0,25,9/2/2020,0,0,25,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,321,3,TUF297,Grn3,130,20,0,0,25,9/22/2020,5,5,30,5,5,5,0,0.25,100
Live Oak,30.306,-82.901,2020,401,4,GA06G,Grn3,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,55.92105263
Live Oak,30.306,-82.901,2020,401,4,GA06G,Grn3,68,14,5,5,5,7/22/2020,5,5,5,0,0,0,0.357142857,0,72.36842105
Live Oak,30.306,-82.901,2020,401,4,GA06G,Grn3,82,14,65,60,65,8/5/2020,65,60,65,0,0,0,4.285714286,0,98
Live Oak,30.306,-82.901,2020,401,4,GA06G,Grn3,96,14,25,10,75,8/19/2020,25,10,75,5,5,5,0.714285714,0.357142857,100
Live Oak,30.306,-82.901,2020,401,4,GA06G,Grn3,110,14,50,10,85,9/2/2020,25,10,85,25,25,30,0.714285714,1.785714286,100
Live Oak,30.306,-82.901,2020,401,4,GA06G,Grn3,130,20,0,0,85,9/22/2020,25,0,85,25,25,55,0,1.25,100
Live Oak,30.306,-82.901,2020,402,4,GA06G,Control,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,69.07894737
Live Oak,30.306,-82.901,2020,402,4,GA06G,Control,68,14,0,0,0,7/22/2020,0,0,0,0,0,0,0,0,76.31578947
Live Oak,30.306,-82.901,2020,402,4,GA06G,Control,82,14,75,75,75,8/5/2020,75,75,75,15,15,15,5.357142857,1.071428571,100
Live Oak,30.306,-82.901,2020,402,4,GA06G,Control,96,14,10,5,80,8/19/2020,10,5,80,0,0,15,0.357142857,0,100
Live Oak,30.306,-82.901,2020,402,4,GA06G,Control,110,14,15,0,80,9/2/2020,15,0,80,10,10,25,0,0.714285714,100
Live Oak,30.306,-82.901,2020,402,4,GA06G,Control,130,20,0,0,80,9/22/2020,20,0,80,20,15,40,0,0.75,100
Live Oak,30.306,-82.901,2020,403,4,GA06G,Scl3,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,46.71052632
Live Oak,30.306,-82.901,2020,403,4,GA06G,Scl3,68,14,0,0,0,7/22/2020,0,0,0,0,0,0,0,0,75.65789474
Live Oak,30.306,-82.901,2020,403,4,GA06G,Scl3,82,14,40,40,40,8/5/2020,40,40,40,10,10,10,2.857142857,0.714285714,100
Live Oak,30.306,-82.901,2020,403,4,GA06G,Scl3,96,14,15,15,55,8/19/2020,15,15,55,0,0,10,1.071428571,0,100
Live Oak,30.306,-82.901,2020,403,4,GA06G,Scl3,110,14,10,5,60,9/2/2020,20,10,65,10,10,20,0.357142857,0.714285714,100
Live Oak,30.306,-82.901,2020,403,4,GA06G,Scl3,130,20,0,0,60,9/22/2020,40,10,75,40,35,55,0,1.75,100
Live Oak,30.306,-82.901,2020,405,4,GA06G,Scl1,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,56.57894737
Live Oak,30.306,-82.901,2020,405,4,GA06G,Scl1,68,14,5,5,5,7/22/2020,5,5,5,0,0,0,0.357142857,0,80.92105263
Live Oak,30.306,-82.901,2020,405,4,GA06G,Scl1,82,14,20,15,20,8/5/2020,20,15,20,0,0,0,1.071428571,0,98
Live Oak,30.306,-82.901,2020,405,4,GA06G,Scl1,96,14,25,20,40,8/19/2020,25,20,40,0,0,0,1.428571429,0,100
Live Oak,30.306,-82.901,2020,405,4,GA06G,Scl1,110,14,10,5,45,9/2/2020,10,5,45,0,0,0,0.357142857,0,100
Live Oak,30.306,-82.901,2020,405,4,GA06G,Scl1,130,20,0,0,45,9/22/2020,15,5,50,15,15,15,0,0.75,100
Live Oak,30.306,-82.901,2020,406,4,GA06G,Grn1,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,59.21052632
Live Oak,30.306,-82.901,2020,406,4,GA06G,Grn1,68,14,0,0,0,7/22/2020,0,0,0,0,0,0,0,0,73.68421053
Live Oak,30.306,-82.901,2020,406,4,GA06G,Grn1,82,14,35,35,35,8/5/2020,35,35,35,5,5,5,2.5,0.357142857,95
Live Oak,30.306,-82.901,2020,406,4,GA06G,Grn1,96,14,40,10,45,8/19/2020,40,10,45,25,20,25,0.714285714,1.428571429,100
Live Oak,30.306,-82.901,2020,406,4,GA06G,Grn1,110,14,20,20,65,9/2/2020,50,25,70,40,20,45,1.428571429,1.428571429,100
Live Oak,30.306,-82.901,2020,406,4,GA06G,Grn1,130,20,0,0,65,9/22/2020,70,15,85,70,35,80,0,1.75,100
Live Oak,30.306,-82.901,2020,408,4,GA06G,Grn2,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,59.86842105
Live Oak,30.306,-82.901,2020,408,4,GA06G,Grn2,68,14,0,0,0,7/22/2020,0,0,0,0,0,0,0,0,90.13157895
Live Oak,30.306,-82.901,2020,408,4,GA06G,Grn2,82,14,75,75,75,8/5/2020,75,75,75,30,30,30,5.357142857,2.142857143,98
Live Oak,30.306,-82.901,2020,408,4,GA06G,Grn2,96,14,60,10,85,8/19/2020,65,10,85,45,20,50,0.714285714,1.428571429,100
Live Oak,30.306,-82.901,2020,408,4,GA06G,Grn2,110,14,35,5,90,9/2/2020,65,5,90,65,25,75,0.357142857,1.785714286,100
Live Oak,30.306,-82.901,2020,408,4,GA06G,Grn2,130,20,0,0,90,9/22/2020,60,0,90,60,10,85,0,0.5,100
Live Oak,30.306,-82.901,2020,410,4,GA06G,Scl2,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,68.42105263
Live Oak,30.306,-82.901,2020,410,4,GA06G,Scl2,68,14,10,10,10,7/22/2020,10,10,10,0,0,0,0.714285714,0,86.18421053
Live Oak,30.306,-82.901,2020,410,4,GA06G,Scl2,82,14,40,35,45,8/5/2020,40,35,45,10,10,10,2.5,0.714285714,100
Live Oak,30.306,-82.901,2020,410,4,GA06G,Scl2,96,14,55,25,70,8/19/2020,65,30,75,35,25,35,1.785714286,1.785714286,100
Live Oak,30.306,-82.901,2020,410,4,GA06G,Scl2,110,14,25,0,70,9/2/2020,45,5,80,45,20,55,0,1.428571429,100
Live Oak,30.306,-82.901,2020,410,4,GA06G,Scl2,130,20,0,0,70,9/22/2020,35,0,80,35,5,60,0,0.25,100
Live Oak,30.306,-82.901,2020,411,4,GA06G,Grn control,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,59.86842105
Live Oak,30.306,-82.901,2020,411,4,GA06G,Grn control,68,14,20,20,20,7/22/2020,20,20,20,0,0,0,1.428571429,0,84.86842105
Live Oak,30.306,-82.901,2020,411,4,GA06G,Grn control,82,14,55,45,65,8/5/2020,55,45,65,15,15,15,3.214285714,1.071428571,99
Live Oak,30.306,-82.901,2020,411,4,GA06G,Grn control,96,14,20,5,70,8/19/2020,40,10,75,35,25,40,0.357142857,1.785714286,100
Live Oak,30.306,-82.901,2020,411,4,GA06G,Grn control,110,14,20,5,75,9/2/2020,25,5,80,10,10,50,0.357142857,0.714285714,100
Live Oak,30.306,-82.901,2020,411,4,GA06G,Grn control,130,20,0,0,75,9/22/2020,30,0,80,30,10,60,0,0.5,100
Live Oak,30.306,-82.901,2020,412,4,TUF297,Control,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,59.86842105
Live Oak,30.306,-82.901,2020,412,4,TUF297,Control,68,14,0,0,0,7/22/2020,0,0,0,0,0,0,0,0,86.84210526
Live Oak,30.306,-82.901,2020,412,4,TUF297,Control,82,14,0,0,0,8/5/2020,0,0,0,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,412,4,TUF297,Control,96,14,5,5,5,8/19/2020,5,5,5,0,0,0,0.357142857,0,100
Live Oak,30.306,-82.901,2020,412,4,TUF297,Control,110,14,0,0,5,9/2/2020,0,0,5,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,412,4,TUF297,Control,130,20,0,0,5,9/22/2020,0,0,5,0,0,0,0,0,100
Live Oak,30.306,-82.901,2020,413,4,TUF297,Scl3,54,54,0,0,0,7/8/2020,0,0,0,0,0,0,0,0,59.86842105
